Academic_Level,Income,Registration_Time,Recency,Liquor,Vegetables,Pork,Seafood,Candy,Jewellery,Num_Deals_Purchases,Num_Web_Purchases,Num_Catalog_Purchases,Num_Store_Purchases,Num_Web_Visits_Month,Promo_30,Promo_40,Promo_50,Promo_10,Promo_20,Complain,Gender,Total_Purchase,Payment_Method,Age,Total_Spending,Marital_Status,Num_Of_Child
Graduation,30168,07-03-2022,51,155,22,66,0,12,27,7,6,1,4,9,0,-1,0,0,0,0,Male,18,Mobile,36,282,Single,1
Graduation,56715,05-12-2021,52,259,107,239,237,172,9,1,7,3,4,4,0,-1,0,0,0,0,Other,15,Card,41,1023,Together,0
Master,44602,15-02-2023,35,168,4,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,Other,17,Card,30,295,Together,2
Graduation,25721,21-05-2022,75,2,5,6,3,6,15,1,1,1,2,7,0,-1,0,0,0,0,Other,5,Cash,32,37,Married,1
Graduation,30093,08-07-2022,19,3,8,28,13,4,16,1,2,0,3,7,0,-1,0,0,0,0,Female,6,Cash,38,72,Married,0
Master,61787,06-07-2022,71,622,75,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,Male,19,Online,35,1322,Divorced,0
2n Cycle,30390,02-09-2022,5,11,14,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,Female,6,Card,36,83,Married,0
Graduation,25930,10-10-2022,87,7,3,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,Other,4,Cash,40,18,Single,2
PhD,71604,17-11-2022,3,346,55,528,98,75,97,1,8,3,5,4,1,1,0,0,0,0,Female,17,Mobile,36,1199,Together,0
Master,33564,24-06-2023,51,62,2,3,0,0,7,1,1,1,3,5,0,-1,0,0,0,0,Other,6,Online,37,74,Together,1
Graduation,72066,23-06-2023,55,1004,36,536,134,51,34,1,4,6,6,2,0,0,0,1,0,0,Male,17,Not Provided,39,1795,Single,0
Graduation,65685,29-03-2023,54,643,16,49,0,7,57,1,9,2,9,5,0,-1,0,0,0,0,Other,21,Online,42,772,Married,1
Graduation,37040,08-08-2021,41,87,4,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,Male,12,Not Provided,35,319,Married,0
Graduation,54450,14-09-2021,0,455,2,171,8,19,32,12,9,2,8,8,0,-1,0,0,0,0,Other,31,Card,32,687,Together,2
Basic,25707,18-01-2023,18,2,8,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,Male,5,Card,43,24,Single,1
Graduation,46102,10-03-2023,3,15,2,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,Female,4,Mobile,42,19,Divorced,3
PhD,46681,08-10-2022,52,270,17,69,15,19,38,2,4,6,4,5,0,-1,0,0,0,0,Other,16,Online,23,428,Together,2
Master,75777,04-07-2022,12,713,28,538,69,13,80,1,3,6,11,1,0,-1,0,0,0,0,Other,21,Mobile,36,1441,Single,0
Master,38620,11-05-2022,56,113,19,44,34,22,89,1,2,5,3,3,0,-1,0,0,0,0,Female,11,Mobile,42,321,Together,0
Graduation,63887,08-09-2021,38,898,25,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,Male,32,Card,33,1248,Divorced,1
Graduation,71367,23-08-2022,24,228,25,389,42,21,75,1,4,5,7,2,0,-1,0,0,0,0,Other,17,Cash,43,780,Together,0
Graduation,87195,08-05-2023,35,218,78,690,50,26,38,1,3,11,5,1,0,-1,0,0,0,0,Male,20,Online,35,1100,Married,0
Graduation,51369,25-10-2021,84,298,9,79,0,11,182,2,8,2,4,8,0,-1,0,0,0,0,Male,16,Cash,32,579,Together,1
PhD,30899,13-10-2021,35,25,2,8,0,0,1,2,1,0,3,6,0,-1,0,0,0,0,Male,6,Online,33,36,Single,1
Master,43456,26-03-2022,0,276,13,68,25,7,7,3,5,1,8,5,0,-1,0,0,0,0,Male,17,Cash,35,396,Single,1
Graduation,83273,25-09-2021,98,434,91,650,16,102,102,10,4,6,9,7,0,-1,0,0,0,0,Female,29,Online,29,1395,Single,3
Graduation,34350,19-10-2022,81,17,5,15,2,1,11,1,1,0,3,7,0,-1,0,0,0,0,Male,5,Online,36,51,Together,1
Graduation,46904,03-11-2021,20,154,6,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,Other,14,Card,37,256,Single,2
Master,74806,19-12-2021,1,671,11,249,0,28,9,2,5,4,5,4,0,-1,0,0,0,0,Female,16,Not Provided,31,968,Married,1
Master,43783,29-05-2023,22,328,11,125,25,4,139,6,7,1,8,7,1,-1,0,0,0,0,Male,22,Mobile,33,632,Married,1
Graduation,36781,10-04-2023,16,30,3,17,0,3,13,1,2,1,2,8,0,-1,0,0,0,0,Other,6,Online,39,66,Married,1
Master,36273,16-04-2023,80,30,5,30,3,2,9,2,3,0,3,6,0,-1,0,0,0,0,Other,8,Online,35,79,Single,1
Master,78579,22-12-2021,35,817,68,549,216,66,99,1,5,6,4,3,0,-1,0,0,0,0,Male,16,Mobile,35,1815,Divorced,0
PhD,51012,18-04-2022,86,103,11,63,2,9,24,1,4,1,4,6,0,-1,0,0,0,0,Male,10,Cash,44,212,Married,0
Graduation,17649,12-11-2022,70,16,3,23,0,5,1,3,3,0,3,8,0,-1,0,0,0,0,Female,9,Not Provided,39,48,Married,1
Graduation,47691,05-07-2022,43,15,2,3,0,0,4,1,1,0,2,6,0,-1,0,0,0,0,Female,4,Online,44,24,Single,1
Graduation,25008,02-02-2023,72,3,10,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,Other,6,Mobile,37,37,Single,1
Graduation,63777,24-03-2022,87,458,7,106,15,17,53,8,11,1,6,8,0,-1,0,0,0,0,Male,26,Cash,46,656,Married,2
PhD,72335,13-08-2021,2,1286,107,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,Female,23,Online,41,2095,Together,0
Graduation,42231,25-03-2023,99,25,2,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,Female,5,Cash,43,40,Married,2
Graduation,46344,08-03-2023,38,12,3,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,Male,6,Mobile,34,30,Single,2
Master,35791,06-05-2022,94,28,2,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,Other,6,Mobile,39,38,Single,3
Graduation,69520,07-07-2022,95,628,122,414,121,80,93,1,9,6,5,5,0,-1,0,0,0,0,Female,21,Cash,36,1458,Married,0
2n Cycle,21955,07-09-2022,81,6,3,7,17,14,11,2,2,1,3,6,0,-1,0,0,0,0,Male,8,Card,36,58,Married,1
PhD,77766,22-02-2022,97,1005,61,265,115,59,27,2,11,10,11,6,1,-1,0,0,0,0,Other,34,Online,35,1532,Married,1
Graduation,63381,05-10-2021,78,572,52,142,33,50,159,4,4,5,13,2,0,-1,0,0,0,0,Male,26,Not Provided,38,1008,Together,1
Graduation,18929,16-02-2022,15,33,2,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,Male,6,Card,40,88,Married,0
PhD,54880,01-03-2022,57,309,87,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,Male,21,Card,36,798,Single,1
Graduation,30992,22-04-2022,83,18,2,14,7,3,2,1,1,0,3,7,0,-1,0,0,0,0,Other,5,Online,29,46,Divorced,1
Graduation,46610,18-07-2022,4,289,12,30,4,10,125,1,6,1,6,6,0,-1,0,0,0,0,Other,14,Cash,32,470,Together,0
Master,46098,18-08-2021,86,58,2,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,Female,11,Card,48,123,Single,2
Graduation,77981,26-05-2022,78,139,122,204,16,126,60,3,7,4,7,5,0,-1,0,0,0,0,Male,21,Mobile,32,667,Married,1
Master,90638,13-02-2023,29,1157,122,915,94,144,96,1,3,4,10,1,0,-1,0,0,0,0,Male,18,Online,34,2528,Single,0
PhD,82800,24-11-2021,23,1007,24,115,59,68,45,1,7,6,12,3,0,0,0,1,0,0,Male,26,Mobile,31,1318,Single,0
Graduation,33471,12-10-2021,47,44,4,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,Other,10,Card,38,96,Married,1
Graduation,55434,05-10-2022,21,239,117,215,169,69,76,3,5,3,13,4,0,-1,0,0,0,0,Female,24,Online,37,885,Married,1
Graduation,34838,19-01-2022,62,29,25,29,29,14,47,3,2,1,4,6,0,-1,0,0,0,0,Male,10,Online,43,173,Married,2
Master,70638,01-06-2022,69,1017,14,215,16,12,63,1,4,5,10,3,0,-1,0,0,0,0,Male,20,Not Provided,46,1337,Divorced,0
PhD,14849,02-07-2022,39,22,4,28,3,2,9,3,2,0,4,8,0,-1,0,0,0,0,Male,9,Card,30,68,Divorced,1
Basic,23724,08-01-2022,65,6,25,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,Female,7,Online,34,78,Together,1
Graduation,54450,14-09-2021,0,455,2,171,8,19,32,12,9,2,8,8,0,-1,0,0,0,0,Female,31,Card,29,687,Together,2
PhD,63516,06-07-2022,30,142,13,114,15,14,5,4,4,1,7,5,0,-1,0,0,0,0,Female,16,Online,23,303,Together,2
Graduation,66373,12-06-2022,57,329,11,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,Male,23,Cash,36,609,Married,2
2n Cycle,52195,12-05-2023,2,13,2,4,0,0,1,1,1,0,2,8,0,-1,0,0,0,0,Other,4,Not Provided,37,20,Single,3
Graduation,40689,18-03-2022,69,271,5,27,39,6,99,7,7,1,5,8,0,-1,0,0,0,0,Other,20,Mobile,34,447,Together,1
Graduation,67605,31-03-2022,84,337,30,282,184,54,54,1,2,8,6,1,0,-1,0,0,0,0,Male,17,Mobile,45,941,Together,0
PhD,65352,21-08-2022,43,285,5,84,4,7,23,2,4,2,8,4,0,-1,0,0,0,0,Other,16,Cash,37,408,Married,1
Graduation,27943,15-04-2022,89,13,3,16,4,1,3,3,2,0,3,8,0,-1,0,0,0,0,Male,8,Mobile,46,40,Together,2
Master,36959,02-10-2022,56,26,8,25,6,0,0,2,2,0,3,8,0,-1,0,0,0,0,Other,7,Online,35,65,Married,1
PhD,53537,30-01-2023,17,82,2,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,Female,8,Card,29,96,Together,2
Graduation,39356,19-03-2023,21,16,2,2,0,0,6,1,1,0,2,6,1,-1,0,0,0,0,Male,4,Card,29,26,Married,2
PhD,50611,04-10-2021,98,460,2,24,6,0,4,6,4,5,7,6,0,-1,0,0,0,0,Male,22,Card,37,496,Divorced,1
Graduation,71853,08-05-2022,29,359,110,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,Other,17,Card,40,1152,Together,0
Master,73450,05-12-2022,85,1143,53,415,90,69,37,1,7,8,11,3,1,1,0,1,0,0,Male,27,Card,41,1807,Together,0
Master,38961,30-12-2022,60,20,9,19,0,1,24,1,2,1,2,7,0,-1,0,0,0,0,Other,6,Not Provided,38,73,Married,1
Graduation,64449,18-02-2023,70,219,65,282,137,35,70,4,5,3,12,4,0,-1,0,0,0,0,Male,24,Mobile,41,808,Single,1
Graduation,18358,20-11-2022,49,7,10,19,16,4,4,3,3,0,4,7,0,-1,0,0,0,0,Other,10,Card,31,60,Single,1
2n Cycle,85710,05-05-2022,5,601,22,350,29,30,33,1,6,9,10,2,0,-1,0,0,0,0,Male,26,Mobile,38,1065,Married,0
Graduation,58275,02-06-2022,48,190,12,253,56,43,64,6,8,2,7,7,0,-1,0,0,0,0,Male,23,Mobile,32,618,Widow,2
Master,22701,05-09-2022,2,3,6,9,0,4,5,1,1,0,3,5,0,-1,0,0,0,0,Female,5,Mobile,44,27,Married,1
Graduation,74293,04-05-2023,66,376,154,335,93,91,81,1,5,4,6,2,0,-1,0,0,0,0,Other,16,Mobile,32,1130,Single,0
2n Cycle,27733,26-08-2022,16,1,9,5,26,2,17,2,2,0,3,7,0,-1,0,0,0,0,Female,7,Card,39,60,Married,1
Graduation,31158,27-01-2022,62,26,8,16,20,0,5,2,2,0,3,8,0,-1,0,0,0,0,Male,7,Not Provided,39,75,Married,1
Master,58308,12-01-2022,77,692,2,69,10,0,130,4,2,6,3,8,0,-1,0,0,0,0,Other,15,Mobile,39,903,Single,1
2n Cycle,70829,01-12-2022,87,142,72,106,72,19,23,2,4,2,8,3,0,-1,0,0,0,0,Male,16,Online,42,434,Married,2
Graduation,73687,28-11-2022,8,560,155,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,Female,22,Online,37,1630,Married,0
PhD,63342,16-10-2021,48,919,23,118,13,10,21,3,8,3,5,6,0,-1,0,0,0,0,Male,19,Card,30,1104,Together,1
PhD,53312,09-08-2022,32,242,2,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,Male,12,Card,40,281,Married,0
PhD,46854,31-03-2023,81,97,3,79,7,1,79,6,5,1,3,8,1,1,0,0,0,0,Other,15,Card,39,266,Single,2
Graduation,30631,12-07-2022,75,16,8,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,Other,7,Not Provided,39,73,Married,1
Graduation,51813,11-04-2022,37,52,4,7,0,1,2,2,2,0,3,7,0,-1,0,0,0,0,Female,7,Card,37,66,Divorced,2
Graduation,65991,07-09-2021,21,508,21,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,Other,27,Not Provided,33,974,Married,1
PhD,31626,10-05-2022,12,40,3,9,2,1,34,1,2,1,2,7,1,1,0,0,0,0,Male,6,Card,37,89,Single,1
PhD,55412,22-11-2022,65,11,7,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,Female,6,Cash,31,66,Divorced,2
2n Cycle,22212,09-12-2022,49,6,11,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,Female,8,Not Provided,39,72,Married,1
Graduation,51651,07-11-2021,32,294,8,23,13,6,92,4,6,2,5,8,0,-1,0,0,0,0,Female,17,Cash,47,436,Married,1
Master,42670,27-04-2022,12,155,4,46,20,4,15,1,4,2,4,4,0,-1,0,0,0,0,Male,11,Cash,39,244,Together,0
Graduation,55914,29-04-2022,32,385,62,364,119,101,232,4,11,6,8,7,0,-1,0,0,0,0,Male,29,Online,35,1263,Together,1
Graduation,69755,02-10-2022,23,218,79,373,111,23,93,1,3,6,12,1,0,-1,0,0,0,0,Other,22,Card,49,897,Married,0
PhD,45576,28-05-2023,9,57,21,29,2,14,25,1,3,1,3,8,0,-1,0,0,0,0,Female,8,Online,35,148,Single,0
Graduation,40479,17-08-2022,95,6,2,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,Other,4,Online,38,18,Together,1
Graduation,44010,13-10-2021,46,187,38,234,86,72,48,6,10,2,6,9,0,-1,0,0,0,0,Female,24,Online,38,665,Together,1
Master,60432,09-03-2023,61,366,5,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,Female,19,Online,42,404,Married,1
Graduation,45688,25-01-2023,20,280,2,18,0,0,9,2,3,1,8,4,0,0,0,0,0,0,Other,14,Card,38,309,Married,1
PhD,37401,06-05-2023,14,20,5,19,3,1,3,2,2,0,3,7,0,-1,0,0,0,0,Other,7,Online,27,51,Married,1
Master,30477,22-01-2023,16,48,3,6,0,0,12,1,1,1,3,6,0,-1,0,0,0,0,Female,6,Card,40,69,Married,1
PhD,72968,16-12-2022,8,1093,39,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,Female,19,Not Provided,36,1961,Divorced,0
PhD,40451,16-02-2023,54,36,2,4,0,0,10,1,1,1,2,5,1,-1,0,0,0,0,Male,5,Online,32,52,Together,2
Master,90247,29-04-2023,27,1185,34,352,21,16,16,1,3,4,7,1,0,-1,0,1,0,0,Male,15,Mobile,42,1624,Single,0
PhD,49667,20-08-2021,35,1182,28,120,17,13,39,2,5,10,5,8,1,1,0,0,0,0,Female,22,Not Provided,38,1399,Single,0
Graduation,59462,05-01-2022,29,725,19,143,0,8,196,2,9,2,12,7,0,-1,0,0,0,0,Other,25,Not Provided,38,1091,Married,1
Graduation,65665,02-12-2022,77,226,164,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,Male,24,Cash,40,948,Married,1
PhD,62010,23-10-2021,93,372,24,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,Male,19,Online,37,533,Married,1
Graduation,48789,10-09-2021,94,352,18,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,Female,18,Card,40,683,Single,0
2n Cycle,65704,13-10-2022,18,280,174,74,38,8,246,1,2,10,10,1,0,-1,0,0,0,0,Male,23,Online,31,820,Single,0
PhD,54111,25-08-2022,97,268,8,54,8,3,50,2,5,2,6,5,0,-1,0,0,0,0,Female,15,Not Provided,31,391,Widow,1
Graduation,16813,19-07-2022,49,5,10,11,12,2,13,1,2,0,3,7,1,-1,0,0,0,0,Male,6,Card,44,53,Single,0
Graduation,57338,29-04-2023,96,144,8,52,11,8,17,2,4,1,5,5,0,-1,0,0,0,0,Male,12,Not Provided,41,240,Single,1
Graduation,24221,20-08-2022,94,9,11,9,2,5,22,1,1,1,3,4,0,-1,0,0,0,0,Other,6,Online,35,58,Together,0
PhD,55954,03-03-2023,63,448,2,28,0,0,43,3,8,2,6,7,0,-1,0,0,0,0,Male,19,Mobile,41,521,Married,1
Graduation,34961,19-06-2023,77,46,4,26,4,1,1,3,3,1,3,7,0,-1,0,0,0,0,Other,10,Card,38,82,Married,1
Graduation,7500,29-08-2021,61,6,4,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,Male,4,Mobile,26,21,Married,1
Master,59432,13-04-2022,88,318,27,265,25,19,12,3,5,3,11,5,0,-1,0,0,0,0,Other,22,Card,34,666,Divorced,1
Graduation,22434,13-02-2022,25,5,14,11,3,13,15,2,2,0,3,8,0,-1,0,0,0,0,Male,7,Online,30,61,Together,1
Graduation,26290,12-01-2022,49,16,10,16,11,5,22,4,2,0,4,6,0,-1,0,0,0,0,Male,10,Not Provided,34,80,Together,2
2n Cycle,19414,16-10-2022,32,3,5,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,Male,5,Card,47,35,Together,1
Master,57530,12-10-2022,68,51,3,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,Other,7,Mobile,41,95,Divorced,1
Graduation,84835,16-06-2023,0,190,106,379,111,189,218,1,4,4,6,1,0,-1,0,0,0,0,Male,15,Card,33,1193,Divorced,0
PhD,34578,11-04-2023,1,8,2,1,0,0,0,1,1,0,2,6,0,-1,0,0,0,0,Other,4,Mobile,40,11,Together,3
Graduation,75127,22-05-2023,92,204,37,305,46,17,227,1,2,11,5,1,0,-1,0,0,0,0,Other,19,Mobile,31,836,Single,0
Master,57954,18-06-2023,52,457,6,24,0,0,9,7,8,2,6,7,0,-1,0,0,0,0,Other,23,Mobile,40,496,Together,2
Graduation,48070,13-01-2022,33,374,16,83,6,9,19,3,8,2,6,7,0,-1,0,0,0,1,Male,19,Not Provided,38,507,Together,1
PhD,46910,23-03-2023,36,49,2,14,0,0,6,2,2,0,3,6,0,-1,0,0,0,0,Other,7,Cash,44,71,Together,2
Graduation,72460,14-11-2022,56,378,12,540,80,30,10,1,3,5,7,1,0,-1,0,0,0,0,Male,16,Not Provided,35,1050,Married,0
Graduation,71107,17-02-2022,61,534,12,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,Male,28,Online,27,1330,Married,1
Graduation,77226,28-02-2023,29,632,45,239,128,76,21,2,6,8,12,3,0,-1,0,0,0,0,Other,28,Not Provided,43,1141,Together,1
Master,62058,26-05-2022,52,302,9,74,10,0,58,4,6,1,7,6,0,-1,0,0,0,0,Female,18,Card,41,453,Married,1
Graduation,39922,14-02-2022,30,30,14,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,Female,9,Card,42,159,Married,1
2n Cycle,42033,19-09-2021,95,12,3,4,2,0,7,1,1,0,2,7,0,-1,0,0,0,0,Other,4,Cash,41,28,Together,2
Graduation,80134,20-05-2022,40,1219,18,272,104,0,80,2,5,3,6,6,0,0,0,1,0,0,Female,16,Card,34,1693,Married,1
Master,21255,21-01-2023,56,30,2,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,Female,11,Online,33,64,Together,1
Graduation,26646,10-02-2023,26,12,6,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,Female,8,Card,42,56,Together,1
Graduation,74918,12-03-2022,78,973,61,913,25,19,59,1,5,9,6,3,0,0,0,0,0,0,Female,21,Not Provided,43,2050,Together,0
Graduation,72228,27-11-2021,87,632,30,491,30,14,56,1,6,7,8,3,0,-1,0,0,0,0,Female,22,Online,37,1253,Single,0
Graduation,83844,12-05-2022,57,902,33,345,75,31,191,1,4,4,11,1,0,-1,0,0,0,0,Female,20,Cash,41,1577,Together,0
PhD,36947,07-08-2021,49,89,5,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,Other,11,Cash,41,149,Married,2
2n Cycle,75484,02-08-2021,50,379,99,259,197,194,34,2,7,3,6,4,0,-1,0,0,0,0,Female,18,Cash,38,1162,Together,1
PhD,23626,24-05-2023,84,28,4,14,0,0,0,3,3,1,3,5,0,-1,0,0,0,0,Other,10,Cash,36,46,Married,1
Graduation,24163,12-10-2022,3,5,3,7,2,1,2,2,1,0,3,4,0,-1,0,0,0,0,Male,6,Online,34,20,Single,2
Graduation,54006,18-09-2021,42,175,79,203,6,24,97,2,8,1,7,7,0,-1,0,0,0,0,Male,18,Card,34,584,Together,1
2n Cycle,60839,28-08-2021,72,601,23,128,223,150,128,13,2,2,12,8,0,-1,0,0,0,0,Male,29,Cash,34,1253,Together,2
Graduation,78394,15-02-2022,13,299,29,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,Female,16,Online,35,1431,Together,0
Graduation,74293,04-05-2023,66,376,154,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,Other,16,Online,42,1130,Single,0
Graduation,37070,20-03-2022,30,232,9,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,Male,23,Mobile,39,436,Single,2
PhD,59821,12-04-2022,11,630,2,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,Other,26,Cash,35,737,Married,1
PhD,93027,13-04-2022,77,1286,44,716,55,0,21,0,7,10,5,2,0,-1,0,0,0,0,Female,22,Cash,37,2122,Married,0
Graduation,47025,07-11-2022,52,255,9,108,20,0,26,3,6,3,5,6,0,-1,0,0,0,0,Male,17,Card,43,418,Single,1
PhD,48918,12-04-2023,21,53,2,9,0,0,1,2,1,0,4,4,0,-1,0,0,0,0,Other,7,Card,44,65,Single,2
Graduation,34074,13-07-2022,69,136,3,41,10,1,67,5,3,3,3,6,1,-1,0,0,0,0,Male,14,Not Provided,41,258,Together,2
Graduation,90300,03-01-2023,7,595,136,786,33,134,57,0,5,6,8,1,0,-1,0,0,0,0,Other,19,Mobile,35,1741,Together,0
Graduation,40590,02-10-2022,30,155,2,50,6,11,37,5,3,4,3,6,1,-1,0,0,0,0,Male,15,Cash,40,261,Widow,2
Master,82576,01-08-2021,66,1207,57,445,168,18,18,1,2,4,12,1,0,-1,0,0,0,0,Male,19,Cash,31,1913,Together,0
2n Cycle,26850,18-04-2023,10,32,3,13,7,2,9,4,2,1,4,4,0,-1,0,0,0,0,Female,11,Cash,50,66,Together,2
Master,49681,04-11-2022,66,412,2,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,Female,21,Mobile,28,461,Married,2
Graduation,71952,10-01-2022,93,657,82,455,52,107,93,2,8,4,8,4,1,1,0,0,0,0,Female,22,Card,44,1446,Married,1
PhD,85696,03-05-2022,88,715,78,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,Other,20,Not Provided,38,1316,Divorced,0
Master,79419,22-06-2023,96,752,129,687,20,15,31,1,4,6,4,2,0,-1,0,0,0,0,Male,15,Cash,40,1634,Together,0
Graduation,105471,21-01-2022,36,1010,183,104,202,21,207,0,9,8,13,3,0,-1,0,1,0,0,Other,30,Online,37,1727,Together,0
Graduation,81361,25-02-2023,18,164,25,424,27,65,76,1,3,10,13,1,0,-1,0,0,0,0,Other,27,Mobile,47,781,Divorced,0
PhD,54693,17-02-2022,72,687,19,142,23,26,35,8,6,4,13,6,0,-1,0,0,0,0,Male,31,Not Provided,34,932,Married,1
Graduation,43638,06-08-2021,37,64,12,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,Other,11,Online,50,204,Widow,1
Graduation,35704,03-01-2023,54,31,11,12,2,11,30,3,2,0,4,4,0,-1,0,0,0,0,Other,9,Not Provided,40,97,Married,2
PhD,40760,30-08-2022,64,71,2,17,0,0,6,2,2,1,3,6,0,-1,0,0,0,0,Female,8,Not Provided,41,96,Single,1
Graduation,41883,19-03-2022,13,33,36,41,73,16,116,3,4,2,3,7,0,-1,0,0,0,0,Male,12,Not Provided,38,315,Together,1
2n Cycle,26907,20-08-2022,10,10,3,7,0,3,2,2,1,0,3,7,0,-1,0,0,0,0,Male,6,Online,42,25,Together,2
2n Cycle,69401,23-03-2023,41,400,29,159,58,8,39,4,4,4,5,2,0,-1,0,0,0,0,Other,17,Card,39,693,Together,1
PhD,82800,24-11-2021,23,1007,24,115,59,68,45,1,7,6,12,3,0,-1,0,1,0,0,Male,26,Mobile,49,1318,Single,0
Basic,24594,10-12-2022,94,2,5,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,Other,5,Card,37,32,Together,1
PhD,78931,25-10-2022,19,332,199,170,58,152,35,1,2,8,13,1,0,-1,0,0,0,0,Male,24,Cash,30,946,Married,0
Master,56962,11-10-2022,60,293,5,77,10,3,26,7,6,3,5,7,0,-1,0,0,0,0,Female,21,Mobile,32,414,Married,3
2n Cycle,67309,23-01-2022,76,516,49,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,Other,39,Not Provided,27,1085,Together,2
Master,68092,16-12-2022,7,853,62,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,Other,20,Not Provided,42,1284,Single,0
Master,41335,26-12-2022,24,113,21,21,16,14,5,3,4,1,4,7,0,-1,0,0,0,0,Female,12,Cash,40,190,Divorced,1
Graduation,84574,04-06-2022,72,388,22,713,38,54,163,1,9,11,11,5,0,-1,0,0,0,0,Female,32,Cash,37,1378,Single,0
Graduation,59809,18-10-2021,36,599,18,141,32,41,49,3,3,3,6,8,0,-1,0,0,0,0,Male,15,Mobile,39,880,Married,2
Graduation,29760,29-08-2021,87,65,6,68,7,5,17,4,3,1,4,8,0,-1,0,0,0,0,Male,12,Mobile,43,168,Single,1
Graduation,22419,18-04-2022,74,31,5,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,Other,8,Online,28,165,Married,0
Graduation,83829,08-10-2022,78,898,163,430,186,161,27,0,4,7,6,1,1,1,0,1,0,0,Other,17,Card,38,1865,Divorced,0
Graduation,41452,06-03-2022,86,14,2,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,Other,4,Card,44,19,Together,2
Graduation,75278,29-01-2022,17,305,100,230,150,74,74,1,6,3,13,3,0,-1,0,0,0,0,Female,23,Mobile,39,933,Together,0
Graduation,71706,13-11-2021,16,932,58,253,91,98,14,4,9,5,7,5,0,-1,0,0,0,0,Other,25,Cash,35,1446,Together,1
PhD,83532,26-09-2022,36,756,146,562,104,64,224,1,4,6,4,1,0,-1,0,0,0,0,Other,15,Not Provided,33,1856,Together,0
Master,17144,15-02-2023,96,19,4,19,0,2,6,5,3,0,4,7,0,-1,0,0,0,0,Male,12,Card,32,50,Together,2
Graduation,51537,09-12-2021,27,788,22,204,0,0,92,3,2,2,11,8,0,-1,0,0,0,0,Male,18,Cash,36,1106,Divorced,1
Graduation,38361,27-12-2022,74,40,2,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,Other,10,Cash,31,140,Together,1
Master,76995,28-03-2022,91,1013,82,498,0,16,176,2,11,4,9,5,0,-1,0,1,0,0,Male,26,Mobile,39,1785,Married,1
PhD,33569,16-10-2022,10,17,4,18,3,0,24,1,1,1,2,8,1,-1,0,0,0,0,Female,5,Not Provided,38,66,Married,1
